SMDDR,0.070787,8.e-6,0.014696
SMDVR,0.093811,8.e-6,-0.0048988
URADL,0.13134,-8.e-6,-0.012052
URADR,0.12492,8.e-6,-0.0083279
URAVL,0.11658,-8.e-6,0.0093461
URAVR,0.11341,8.e-6,0.011267
URBL,0.12101,-8.e-6,-0.0029514
URBR,0.12222,8.e-6,-0.0012247
URXL,0.092231,-8.e-6,-0.011806
URXR,0.093077,8.e-6,-0.010042
URYDL,0.12568,-8.e-6,-0.012052
URYDR,0.13055,8.e-6,-0.0095526
URYVL,0.1215,-8.e-6,0.0022136
URYVR,0.121,8.e-6,0.0071032
VA1,-0.0026943,0,0.024739
VA10,-0.80886,0,0.033575
VA11,-0.78578,0,0.027852
VA12,-0.89118,0,0.0084256
VA2,-0.070203,0,0.036628
VA3,-0.14498,0,0.038154
VA4,-0.23961,0,0.03968
VA5,-0.34338,0,0.042732
VA6,-0.44564,0,0.042732
VA7,-0.54636,0,0.042732
VA8,-0.62572,0,0.03968
VA9,-0.71424,0,0.036628
VB1,0.014941,0,0.024004
VB10,-0.73866,0,0.036628
VB11,-0.81802,0,0.033575
VB2,0.029393,0,0.023514
VB3,-0.080886,0,0.036628
VB4,-0.16025,0,0.038154
VB5,-0.25182,0,0.041206
VB6,-0.36933,0,0.042732
VB7,-0.45632,0,0.042732
VB8,-0.56315,0,0.041206
VB9,-0.63641,0,0.041206
VC1,-0.16635,0,0.038154
VC2,-0.26097,0,0.041206
VC3,-0.3968,0,0.042732
VC4,-0.49753,0,0.038154
VC5,-0.53263,0,0.042732
VC6,-0.65319,0,0.041206
VD1,-0.0218,0,0.024249
VD10,-0.77376,0,0.036628
VD11,-0.84854,0,0.033575
VD12,-0.86845,0,0.017519
VD13,-0.91474,0,0.00015897
VD2,-0.030862,0,0.024249
VD3,-0.1343,0,0.038154
VD4,-0.21977,0,0.041206
VD5,-0.31439,0,0.042732
VD6,-0.40596,0,0.044258
VD7,-0.48837,0,0.041206
VD8,-0.59673,0,0.042732
VD9,-0.6883,0,0.038154
